Unnamed: 0,videoId,commentId,textOriginal,likeCount,publishedAt,id,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
121,q9vdHoxuaQc,UgykSfJ9-rU5qdWkVwJ4AaABAg,Love it!!!,0,2022-09-16T11:03:18Z,126,Positive,4,1715,2022-12-12T16:12:19.257638Z,2022-12-12T16:12:19.257638Z,1.805
120,q9vdHoxuaQc,Ugzt9ju7x3eD9StA1mh4AaABAg,"I just finished this last night and I honestly find it hard to describe how excellent these guys are at making television.  Everyone involved give yourself a pat on the back.  The visuals are world class.  Obviously the cast is second to none.  Simply everything on this team is perfect.  

Just one suggestion.  Maybe wrap James in cotton for the next one",80,2022-09-16T12:03:50Z,125,Positive,4,1714,2022-12-12T16:12:16.405698Z,2022-12-12T16:12:16.405698Z,6.305
10580,-yNBZAN-gaI,UgggxmAKZrr9k3gCoAEC,when the Second season???,5,2017-02-01T20:35:25Z,10585,Positive,3,1713,2022-12-12T16:12:15.497489Z,2022-12-12T16:12:15.497489Z,3.688
10580,-yNBZAN-gaI,UgggxmAKZrr9k3gCoAEC,when the Second season???,5,2017-02-01T20:35:25Z,10585,Neutral,2,1126,2022-12-12T15:10:30.100184Z,2022-12-12T15:10:30.100184Z,11.933
10580,-yNBZAN-gaI,UgggxmAKZrr9k3gCoAEC,when the Second season???,5,2017-02-01T20:35:25Z,10585,Neutral,4,1124,2022-12-12T15:10:21.026488Z,2022-12-12T15:10:21.026488Z,2.924
119,q9vdHoxuaQc,UgxUhdjJ0xiDiHyvzEB4AaABAg,"Amazing. Saw it yesterday,",0,2022-09-16T12:43:51Z,124,Positive,4,1712,2022-12-12T16:12:09.205838Z,2022-12-12T16:12:09.205838Z,2.066
106581,xFE8ASwxmpA,UgwImZ3DPrE0hH6bsmB4AaABAg,Show is so good. Hope it gets another season.,2108,2022-03-17T15:18:38Z,143476,Positive,3,1711,2022-12-12T16:12:07.611780Z,2022-12-12T16:12:07.611780Z,1.713
106581,xFE8ASwxmpA,UgwImZ3DPrE0hH6bsmB4AaABAg,Show is so good. Hope it gets another season.,2108,2022-03-17T15:18:38Z,143476,Positive,4,1568,2022-12-12T15:55:11.363964Z,2022-12-12T15:55:11.363964Z,3.014
106581,xFE8ASwxmpA,UgwImZ3DPrE0hH6bsmB4AaABAg,Show is so good. Hope it gets another season.,2108,2022-03-17T15:18:38Z,143476,Positive,2,1567,2022-12-12T15:55:10.528938Z,2022-12-12T15:55:10.528938Z,1.431
118,q9vdHoxuaQc,UgyUb86rn9QYhYHimrh4AaABAg,Grazie amazon!,0,2022-09-16T15:08:28Z,123,Not applicable,4,1710,2022-12-12T16:12:06.268032Z,2022-12-12T16:12:06.268032Z,6.174
18497,vM-Bja2Gy04,UgzYyFpeiWz_wyOQxoF4AaABAg,#RestoreTheSnyderVerse,2138,2021-05-01T23:02:28Z,55392,Neutral,3,1709,2022-12-12T16:12:02.644545Z,2022-12-12T16:12:02.644545Z,2.857
18497,vM-Bja2Gy04,UgzYyFpeiWz_wyOQxoF4AaABAg,#RestoreTheSnyderVerse,2138,2021-05-01T23:02:28Z,55392,Not applicable,2,1552,2022-12-12T15:54:15.323614Z,2022-12-12T15:54:15.323614Z,3.658
18497,vM-Bja2Gy04,UgzYyFpeiWz_wyOQxoF4AaABAg,#RestoreTheSnyderVerse,2138,2021-05-01T23:02:28Z,55392,Neutral,4,1551,2022-12-12T15:54:13.041046Z,2022-12-12T15:54:13.041046Z,1.203
117,q9vdHoxuaQc,UgylbfVbzRq3CW4XU494AaABAg,"Please, notice the licence plate of the Subaru 😁 at 0:30 e.g.",0,2022-09-16T15:42:49Z,122,Neutral,4,1708,2022-12-12T16:11:59.204968Z,2022-12-12T16:11:59.204968Z,2.919
25761,vM-Bja2Gy04,Ugz5uFcAlCOuD1jZ3ah4AaABAg,"The fact my man is taking no money for this and just wants it out there for the fans, himself and to successfully deliver the Justice League film we deserve without the weight of Autumn's death on his shoulders just speaks wonders to what type of a man Snyder is.",2500,2021-02-22T20:52:56Z,62656,Positive,3,1707,2022-12-12T16:11:56.329924Z,2022-12-12T16:11:56.329924Z,19.8
25761,vM-Bja2Gy04,Ugz5uFcAlCOuD1jZ3ah4AaABAg,"The fact my man is taking no money for this and just wants it out there for the fans, himself and to successfully deliver the Justice League film we deserve without the weight of Autumn's death on his shoulders just speaks wonders to what type of a man Snyder is.",2500,2021-02-22T20:52:56Z,62656,Positive,2,1505,2022-12-12T15:52:04.848903Z,2022-12-12T15:52:04.848903Z,12.701
25761,vM-Bja2Gy04,Ugz5uFcAlCOuD1jZ3ah4AaABAg,"The fact my man is taking no money for this and just wants it out there for the fans, himself and to successfully deliver the Justice League film we deserve without the weight of Autumn's death on his shoulders just speaks wonders to what type of a man Snyder is.",2500,2021-02-22T20:52:56Z,62656,Positive,4,1500,2022-12-12T15:51:52.471740Z,2022-12-12T15:51:52.471740Z,8.776
116,q9vdHoxuaQc,UgwNVf0t4TAb9q8neuR4AaABAg,"Can't wait for the ""Scandi Remix""!😂😅",2,2022-09-16T16:20:19Z,121,Positive,4,1706,2022-12-12T16:11:55.421698Z,2022-12-12T16:11:55.421698Z,1.399
115,q9vdHoxuaQc,Ugy1WeqPh9tfmMStO0Z4AaABAg,"Well finally! 
The last time these three were to Finland was the boring 100th episode of Top Gear. 

It was about time for a do-over!",0,2022-09-16T16:36:24Z,120,Positive,4,1705,2022-12-12T16:11:53.185228Z,2022-12-12T16:11:53.185228Z,6.832
114,q9vdHoxuaQc,Ugy7llKC6YGZeoEuLv14AaABAg,Watching it right now.,0,2022-09-16T17:49:36Z,119,Neutral,4,1704,2022-12-12T16:11:45.515333Z,2022-12-12T16:11:45.515333Z,1.415
113,q9vdHoxuaQc,UgxFGXR0llw-2of57CJ4AaABAg,"I just cried cried laughing watching this ,like the old specials , I love these 3 ,some of the best TV moments over many years 🤣",6,2022-09-16T18:30:00Z,118,Positive,4,1703,2022-12-12T16:11:43.265239Z,2022-12-12T16:11:43.265239Z,5.27
112,q9vdHoxuaQc,UgylkZmBC2INlyIDJRp4AaABAg,It was amazing. Best special in a very long time.,1,2022-09-16T19:01:17Z,117,Positive,4,1702,2022-12-12T16:11:37.180957Z,2022-12-12T16:11:37.180957Z,2.612
111,q9vdHoxuaQc,UgwLHzRGuo29th6SNst4AaABAg,Amazing episode!! It was one of the best specials so far!! I cried laughing when Hammond tried going up the ski-lift😂,20,2022-09-16T19:09:59Z,116,Positive,4,1701,2022-12-12T16:11:33.694492Z,2022-12-12T16:11:33.694492Z,1.756
79675,fFGS4zZWGoA,Ugy8DePctQSJzBh0Xid4AaABAg,This is such a special series. I'm looking forward to watching this!,2525,2021-12-20T17:50:40Z,116570,Positive,3,1700,2022-12-12T16:11:33.303913Z,2022-12-12T16:11:33.303913Z,2.466
79675,fFGS4zZWGoA,Ugy8DePctQSJzBh0Xid4AaABAg,This is such a special series. I'm looking forward to watching this!,2525,2021-12-20T17:50:40Z,116570,Positive,2,1499,2022-12-12T15:51:51.241550Z,2022-12-12T15:51:51.241550Z,12.301
79675,fFGS4zZWGoA,Ugy8DePctQSJzBh0Xid4AaABAg,This is such a special series. I'm looking forward to watching this!,2525,2021-12-20T17:50:40Z,116570,Positive,4,1498,2022-12-12T15:51:42.663047Z,2022-12-12T15:51:42.663047Z,3.178
110,q9vdHoxuaQc,UgwKOnOXY3xjYl2hmUJ4AaABAg,"Time for these guys to retire or do their other shows- as much as I loved the old top gear and a few of the GT specials - this one showed they are all ageing too much for this and forcing things, wasn't very enjoyable to watch. 

Hopefully they stop doing so much rigged stuff and just go back to reviewing normal cars cause they've done everything possible  5 times over and this was really boring to watch.",0,2022-09-16T19:34:42Z,115,Negative,4,1699,2022-12-12T16:11:30.975591Z,2022-12-12T16:11:30.975591Z,6.744
27169,vM-Bja2Gy04,UgxjHc3WHF4vu8X8ixF4AaABAg,"We live in a society, where fans are the real DCEU heroes
Isn't that right, Warner?",2713,2021-02-18T21:19:31Z,64064,Positive,3,1698,2022-12-12T16:11:27.617653Z,2022-12-12T16:11:27.617653Z,3.671
27169,vM-Bja2Gy04,UgxjHc3WHF4vu8X8ixF4AaABAg,"We live in a society, where fans are the real DCEU heroes
Isn't that right, Warner?",2713,2021-02-18T21:19:31Z,64064,Neutral,4,1592,2022-12-12T15:59:46.882745Z,2022-12-12T15:59:46.882745Z,3.251
27169,vM-Bja2Gy04,UgxjHc3WHF4vu8X8ixF4AaABAg,"We live in a society, where fans are the real DCEU heroes
Isn't that right, Warner?",2713,2021-02-18T21:19:31Z,64064,Neutral,2,1465,2022-12-12T15:50:26.601583Z,2022-12-12T15:50:26.601583Z,2.06
109,q9vdHoxuaQc,UgyQtEXuRrCmoKHaqIh4AaABAg,Thankfully they're never getting too old for this madness .,0,2022-09-16T20:39:27Z,114,Positive,4,1697,2022-12-12T16:11:23.397172Z,2022-12-12T16:11:23.397172Z,3.318
22667,SwAF6sYb94s,UgwucnmLyroe5iWtZTd4AaABAg,When you can actually FEEL the Propaganda....,3264,2021-10-05T01:28:59Z,33877,Negative,3,1696,2022-12-12T16:11:20.944029Z,2022-12-12T16:11:20.944029Z,4.343
22667,SwAF6sYb94s,UgwucnmLyroe5iWtZTd4AaABAg,When you can actually FEEL the Propaganda....,3264,2021-10-05T01:28:59Z,33877,Negative,2,1394,2022-12-12T15:47:44.301708Z,2022-12-12T15:47:44.302716Z,3.979
22667,SwAF6sYb94s,UgwucnmLyroe5iWtZTd4AaABAg,When you can actually FEEL the Propaganda....,3264,2021-10-05T01:28:59Z,33877,Negative,4,1391,2022-12-12T15:47:40.362796Z,2022-12-12T15:47:40.362796Z,2.468
107,q9vdHoxuaQc,Ugx5378i_Pm_gV1OHwZ4AaABAg,Hope you are well James. 😢,0,2022-09-16T21:55:03Z,112,Neutral,4,1694,2022-12-12T16:11:15.040581Z,2022-12-12T16:11:15.040581Z,4.566
106676,xFE8ASwxmpA,UgxQUE5G6G0kBOSLR9l4AaABAg,it's the kind of camp and stupidity only someone like Waititi can pull off. and I'm loving every second of it.,3335,2022-02-21T02:08:55Z,143571,Positive,3,1693,2022-12-12T16:11:13.727936Z,2022-12-12T16:11:13.727936Z,3.859
106676,xFE8ASwxmpA,UgxQUE5G6G0kBOSLR9l4AaABAg,it's the kind of camp and stupidity only someone like Waititi can pull off. and I'm loving every second of it.,3335,2022-02-21T02:08:55Z,143571,Positive,2,1384,2022-12-12T15:47:28.296943Z,2022-12-12T15:47:28.296943Z,7.858
106676,xFE8ASwxmpA,UgxQUE5G6G0kBOSLR9l4AaABAg,it's the kind of camp and stupidity only someone like Waititi can pull off. and I'm loving every second of it.,3335,2022-02-21T02:08:55Z,143571,Positive,4,1382,2022-12-12T15:47:24.587136Z,2022-12-12T15:47:24.587136Z,4.184
121351,3sfQehgUUFQ,UgzWsOHS9Ky_Eu2g8td4AaABAg,"""Is this the Regular Show?""
""No, but some voice actors sound familiar, the awesome animation is the same, the same cool effects and the designs are similar""
""Close enough""",3379,2020-06-21T22:04:19Z,158246,Positive,3,1691,2022-12-12T16:11:07.474052Z,2022-12-12T16:11:07.474052Z,8.549
121351,3sfQehgUUFQ,UgzWsOHS9Ky_Eu2g8td4AaABAg,"""Is this the Regular Show?""
""No, but some voice actors sound familiar, the awesome animation is the same, the same cool effects and the designs are similar""
""Close enough""",3379,2020-06-21T22:04:19Z,158246,Positive,4,1374,2022-12-12T15:46:54.329075Z,2022-12-12T15:46:54.329075Z,6.877
121351,3sfQehgUUFQ,UgzWsOHS9Ky_Eu2g8td4AaABAg,"""Is this the Regular Show?""
""No, but some voice actors sound familiar, the awesome animation is the same, the same cool effects and the designs are similar""
""Close enough""",3379,2020-06-21T22:04:19Z,158246,Neutral,2,1372,2022-12-12T15:46:48.577384Z,2022-12-12T15:46:48.577384Z,2.277
104,q9vdHoxuaQc,Ugx7syveFrE-97Ei7PV4AaABAg,It is a quattro,0,2022-09-16T23:01:40Z,109,Neutral,4,1690,2022-12-12T16:11:04.363959Z,2022-12-12T16:11:04.363959Z,3.803
103,q9vdHoxuaQc,UgyC9X0aFSSMBmfMWA94AaABAg,I made the girlfriend watch this last night! And she LOVED it!!! Now she wants to binge the whole series lol. WIN!,1,2022-09-16T23:07:07Z,108,Positive,4,1689,2022-12-12T16:10:59.673015Z,2022-12-12T16:10:59.673015Z,3.123
122456,3sfQehgUUFQ,UgxNso8NtwkUUI60GBF4AaABAg,This gave me such a Smile the only kind Regular Show was able to give me.,3457,2020-06-21T01:56:42Z,159351,Positive,3,1688,2022-12-12T16:10:56.263913Z,2022-12-12T16:10:56.263913Z,2.473
122456,3sfQehgUUFQ,UgxNso8NtwkUUI60GBF4AaABAg,This gave me such a Smile the only kind Regular Show was able to give me.,3457,2020-06-21T01:56:42Z,159351,Positive,4,1365,2022-12-12T15:46:34.920283Z,2022-12-12T15:46:34.920283Z,2.055
122456,3sfQehgUUFQ,UgxNso8NtwkUUI60GBF4AaABAg,This gave me such a Smile the only kind Regular Show was able to give me.,3457,2020-06-21T01:56:42Z,159351,Positive,2,1364,2022-12-12T15:46:34.014210Z,2022-12-12T15:46:34.014210Z,1.656
102,q9vdHoxuaQc,UgxzoqoXPw9rzHnjnX94AaABAg,"This was such an awesome adventure!!!  Poor James and his car - what legends!!!  These guys are so entertaining and funny 😄 missed them since the last special.  A must-see, especially the Subaru Impreza.",1,2022-09-16T23:11:09Z,107,Positive,4,1687,2022-12-12T16:10:54.634283Z,2022-12-12T16:10:54.634283Z,4.943
74383,fFGS4zZWGoA,UgwNor1YDvDIcxe_1Bx4AaABAg,Harry Potter never gets old ❤️,3907,2021-12-22T05:13:03Z,111278,Positive,3,1686,2022-12-12T16:10:50.492551Z,2022-12-12T16:10:50.492551Z,1.759
74383,fFGS4zZWGoA,UgwNor1YDvDIcxe_1Bx4AaABAg,Harry Potter never gets old ❤️,3907,2021-12-22T05:13:03Z,111278,Positive,2,1326,2022-12-12T15:44:54.571098Z,2022-12-12T15:44:54.571098Z,2.291
74383,fFGS4zZWGoA,UgwNor1YDvDIcxe_1Bx4AaABAg,Harry Potter never gets old ❤️,3907,2021-12-22T05:13:03Z,111278,Positive,4,1325,2022-12-12T15:44:53.559839Z,2022-12-12T15:44:53.559839Z,1.435
101,q9vdHoxuaQc,UgwSnp4CHQSidbmEBxx4AaABAg,amazing music choice,0,2022-09-16T23:13:30Z,106,Positive,4,1685,2022-12-12T16:10:48.851868Z,2022-12-12T16:10:48.851868Z,2.045
100,q9vdHoxuaQc,UgwmQQPn0tMpHY9x5Jp4AaABAg,This is the best episode by far,0,2022-09-16T23:30:24Z,105,Positive,4,1684,2022-12-12T16:10:45.941706Z,2022-12-12T16:10:45.941706Z,1.399
17645,vM-Bja2Gy04,UgxkRUR7ZJrz34P1a1Z4AaABAg,4 months later and this still gives me chills.,5037,2021-06-26T13:45:25Z,54540,Positive,3,1683,2022-12-12T16:10:44.819872Z,2022-12-12T16:10:44.819872Z,2.268
17645,vM-Bja2Gy04,UgxkRUR7ZJrz34P1a1Z4AaABAg,4 months later and this still gives me chills.,5037,2021-06-26T13:45:25Z,54540,Positive,2,1292,2022-12-12T15:41:49.328750Z,2022-12-12T15:41:49.328750Z,1.798
17645,vM-Bja2Gy04,UgxkRUR7ZJrz34P1a1Z4AaABAg,4 months later and this still gives me chills.,5037,2021-06-26T13:45:25Z,54540,Positive,4,1290,2022-12-12T15:41:47.216534Z,2022-12-12T15:41:47.216534Z,1.574
99,q9vdHoxuaQc,UgwSLBZpKkQWJxlUlGp4AaABAg,All these years and these three are still at the cutting edge of cocking about.,0,2022-09-17T00:20:00Z,104,Neutral,4,1682,2022-12-12T16:10:43.648033Z,2022-12-12T16:10:43.648033Z,7.84
60698,vM-Bja2Gy04,UgwcD89edEqquSzk4UF4AaABAg,Epic trailer  🔥,5144,2021-02-14T15:27:51Z,97593,Positive,3,1681,2022-12-12T16:10:39.085519Z,2022-12-12T16:10:39.085519Z,1.857
60698,vM-Bja2Gy04,UgwcD89edEqquSzk4UF4AaABAg,Epic trailer  🔥,5144,2021-02-14T15:27:51Z,97593,Positive,2,1285,2022-12-12T15:41:36.769481Z,2022-12-12T15:41:36.769481Z,1.425
60698,vM-Bja2Gy04,UgwcD89edEqquSzk4UF4AaABAg,Epic trailer  🔥,5144,2021-02-14T15:27:51Z,97593,Positive,4,1284,2022-12-12T15:41:34.521005Z,2022-12-12T15:41:34.521005Z,0.913
100138,HzQCOcZkKJ8,Ugwj3ZsJblrvOlCi7Kt4AaABAg,"""Godzilla is out there hurting people, we don't know why""

Godzilla: You nuked my house and tried to kill me 3x.",6949,2021-01-24T20:07:25Z,137033,Neutral,3,1679,2022-12-12T16:10:34.123164Z,2022-12-12T16:10:34.123164Z,4.527
100138,HzQCOcZkKJ8,Ugwj3ZsJblrvOlCi7Kt4AaABAg,"""Godzilla is out there hurting people, we don't know why""

Godzilla: You nuked my house and tried to kill me 3x.",6949,2021-01-24T20:07:25Z,137033,Neutral,2,1253,2022-12-12T15:26:46.993094Z,2022-12-12T15:26:46.994142Z,33.468
100138,HzQCOcZkKJ8,Ugwj3ZsJblrvOlCi7Kt4AaABAg,"""Godzilla is out there hurting people, we don't know why""

Godzilla: You nuked my house and tried to kill me 3x.",6949,2021-01-24T20:07:25Z,137033,Neutral,4,1249,2022-12-12T15:26:24.101231Z,2022-12-12T15:26:24.101231Z,6.438
8780,OWEgUhWU4g4,Ugx_5-_JTUIiej26Ndd4AaABAg,I was diagnosed with cancer four months into a new relationship. My boyfriend married me less than a year later while I was completely bald and still going through chemo. Four years later we are having our first child. I hope this movie is as beautiful as it looks.💕,7495,2020-09-15T19:38:04Z,19990,Positive,3,1678,2022-12-12T16:10:26.519118Z,2022-12-12T16:10:26.519118Z,10.647
8780,OWEgUhWU4g4,Ugx_5-_JTUIiej26Ndd4AaABAg,I was diagnosed with cancer four months into a new relationship. My boyfriend married me less than a year later while I was completely bald and still going through chemo. Four years later we are having our first child. I hope this movie is as beautiful as it looks.💕,7495,2020-09-15T19:38:04Z,19990,Positive,4,1246,2022-12-12T15:26:02.990862Z,2022-12-12T15:26:02.990862Z,40.38
8780,OWEgUhWU4g4,Ugx_5-_JTUIiej26Ndd4AaABAg,I was diagnosed with cancer four months into a new relationship. My boyfriend married me less than a year later while I was completely bald and still going through chemo. Four years later we are having our first child. I hope this movie is as beautiful as it looks.💕,7495,2020-09-15T19:38:04Z,19990,Positive,2,1244,2022-12-12T15:25:29.569188Z,2022-12-12T15:25:29.569188Z,9.357
97,q9vdHoxuaQc,UgygUxq-wfnpgJTBECV4AaABAg,"Loved this episode, thank you. It was great seeing Jeremy, Richard and James back together being themselves. Really enjoyed it. Hope you have more episodes lf The Grand Tour.",0,2022-09-17T04:22:50Z,102,Positive,4,1677,2022-12-12T16:10:26.128343Z,2022-12-12T16:10:26.128343Z,1.423
96,q9vdHoxuaQc,UgxfbbUmE2bKezBEkmN4AaABAg,I just got to know about this today and I AM SO HAPPY!!,0,2022-09-17T04:24:23Z,101,Positive,4,1676,2022-12-12T16:10:23.895891Z,2022-12-12T16:10:23.895891Z,5.002
95,q9vdHoxuaQc,UgwID61p3f2zJ6PpHTd4AaABAg,That evo better get restored,3,2022-09-17T05:00:34Z,100,Neutral,4,1675,2022-12-12T16:10:17.998855Z,2022-12-12T16:10:17.998855Z,3.433
94,q9vdHoxuaQc,UgypOSzVzEoCXQWIRVB4AaABAg,"Just watched it and its worthy it , i must sayy",1,2022-09-17T08:54:34Z,99,Positive,4,1674,2022-12-12T16:10:13.694036Z,2022-12-12T16:10:13.694036Z,2.346
3993,6Of1wKwGVPo,UgzhW2QxdMTKf3J24sB4AaABAg,"Even after all these years, Tim Allen is somehow the only Santa that can exist",7860,2022-10-27T19:31:29Z,15203,Neutral,3,1673,2022-12-12T16:10:11.940815Z,2022-12-12T16:10:11.940815Z,3.83
3993,6Of1wKwGVPo,UgzhW2QxdMTKf3J24sB4AaABAg,"Even after all these years, Tim Allen is somehow the only Santa that can exist",7860,2022-10-27T19:31:29Z,15203,Neutral,4,1243,2022-12-12T15:25:21.348847Z,2022-12-12T15:25:21.348847Z,6.681
3993,6Of1wKwGVPo,UgzhW2QxdMTKf3J24sB4AaABAg,"Even after all these years, Tim Allen is somehow the only Santa that can exist",7860,2022-10-27T19:31:29Z,15203,Neutral,2,1241,2022-12-12T15:25:14.625885Z,2022-12-12T15:25:14.625885Z,4.033
93,q9vdHoxuaQc,UgxqkAp21xJZDVZIoKt4AaABAg,Back to there best..THIS WAS ABSOLUTELY EPIC . WELL DONE THE BOYS AND THE WHOLE TEAM ❤🔥👍👌👌👌,3,2022-09-17T11:19:39Z,98,Positive,4,1672,2022-12-12T16:10:10.472068Z,2022-12-12T16:10:10.472068Z,2.733
92,q9vdHoxuaQc,Ugx65nHGvvgsQKr9M0h4AaABAg,"James, that wreck looked a smidge painful.  Great special, when's the next one??",0,2022-09-17T11:20:32Z,97,Positive,4,1671,2022-12-12T16:10:06.805924Z,2022-12-12T16:10:06.805924Z,3.284
11866,Gtl-6RCOl84,Ugwl-VGul_HW45mYtgV4AaABAg,So glad that Jenna and Maddie are taking serious roles. I always had faith that Jenna was going to be so much more than a disney star and Maddie deserves this project after the embarrassment in Music. Will definitely tune in to this,8153,2022-01-19T17:22:58Z,48761,Positive,3,1670,2022-12-12T16:10:05.227827Z,2022-12-12T16:10:05.227827Z,6.352
11866,Gtl-6RCOl84,Ugwl-VGul_HW45mYtgV4AaABAg,So glad that Jenna and Maddie are taking serious roles. I always had faith that Jenna was going to be so much more than a disney star and Maddie deserves this project after the embarrassment in Music. Will definitely tune in to this,8153,2022-01-19T17:22:58Z,48761,Positive,4,1240,2022-12-12T15:25:13.349349Z,2022-12-12T15:25:13.349349Z,16.208
